id,curbsidePickup,delivery,dineIn,liveMusic,parkingOptions,paymentOptions,outdoorSeating,reservable,restroom,servesBeer,servesBreakfast,servesBrunch,servesCocktails,servesCoffee,servesDessert,servesDinner,servesLunch,servesVegetarianFood,servesWine,takeout,accessibilityOptions,allowsDogs,goodForChildren,goodForGroups,goodForWatchingSports,menuForChildren
ChIJ_dVnFhvlmUcRfhmfBNArRdk,,True,True,,"{'freeParkingLot': True, 'paidParkingLot': True}",,,,,,,,,,,True,True,,,True,,,True,,,
ChIJje5bKfDlmUcRC8fNgelZCOk,True,True,True,,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,,,,,,,,,True,True,,,True,,,True,True,,
ChIJYR6MeNP6mUcRX0PfqXYXqks,,False,True,False,{'freeParkingLot': False},{'acceptsCashOnly': True},True,False,True,False,False,False,False,False,False,True,True,True,False,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': False}",,True,,False,False
ChIJ74HsYgD7mUcRX5dxelNMtJc,,,True,False,,{'acceptsCashOnly': False},,,,,,,,,,,,True,,True,,,,True,False,
ChIJ8WhdiDT7mUcRJ77WT23aNh8,True,True,True,False,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",False,,False,False,,,False,,,True,True,True,False,True,{'wheelchairAccessibleParking': False},,True,,False,False
ChIJ_TOtsC3lmUcRvMRDRc_DsYQ,,,True,False,,{'acceptsCashOnly': True},,False,,,False,False,,True,True,True,True,True,,True,,,True,,False,False
ChIJQ4bnEdP6mUcR3w2eH4yFf1c,,,True,False,,{'acceptsCashOnly': True},False,False,False,False,False,False,,,False,True,True,True,,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': False}",,True,,False,False
ChIJn5ANpsv7mUcRGS2GWvH2-qs,True,False,True,False,"{'paidParkingLot': True, 'paidGarageParking': True}","{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,True,True,True,,True,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,
ChIJo_FWZ9P6mUcRs-zk6oSThbI,True,False,True,,{'freeParkingLot': False},{'acceptsCashOnly': True},,,True,,,,,True,,,,,,True,{'wheelchairAccessibleEntrance': True},,,,,
ChIJi3I7G8PlmUcR4f3Tw7jgSA4,True,True,True,False,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,True,,,,False,,True,True,True,True,True,,True,,,True,True,False,
ChIJq6q2ANP6mUcRtcP54mcEUFY,,False,True,False,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,False,True,True,True,False,,False,True,True,True,True,False,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleRestroom': False}",,True,True,False,False
ChIJraX0HdP6mUcRb9JGr9jEChQ,True,True,True,False,{'paidParkingLot': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",False,True,True,False,False
ChIJr9SsptT6mUcR9NExCd4X4cg,,False,True,False,{'paidGarageParking': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,True,True,True,False,False,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': False}",True,True,True,False,
ChIJg0VvmC3lmUcRIg_4wHp7_as,True,False,True,False,,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': True}",,True,True,False,False
ChIJOUVdyDHlmUcR3Z4LJET3hjE,,False,True,,"{'freeParkingLot': True, 'paidParkingLot': False, 'freeStreetParking': False, 'paidStreetParking': False, 'freeGarageParking': False, 'paidGarageParking': False}","{'acceptsCreditCards': False, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': False}",,,,,True,,,True,,,,,,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True}",,,,,
ChIJY5aK-HzlmUcRE2DDREeXjFs,True,True,True,False,{'freeParkingLot': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': False}",True,True,True,True,,,True,True,True,True,True,,True,True,{'wheelchairAccessibleParking': True},True,True,True,False,True
ChIJFbyBpqzlmUcRsrS4bNxZiQQ,True,True,True,True,{'freeParkingLot': True},"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,,,True,True,True,True,,True,True,True,,,True,True,True,
ChIJ7QTcxknlmUcRG-l-4dpdfps,True,True,True,False,,,True,,True,True,False,False,,,True,True,True,,True,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False}",,True,,False,
ChIJM6uNUkjlmUcRMfZcvy5-RZQ,,False,True,False,,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,,True,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': False}",,,True,False,False
ChIJP0jxB6TlmUcRf1HFfU3YNGY,,True,True,False,"{'freeStreetParking': True, 'valetParking': False}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,,,True,True,True,True,True,True,True,True,,,True,True,False,
ChIJ3aQPnUnlmUcRzkmnkC2_IH4,True,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,,True,True,True,True,True,"{'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleRestroom': False}",True,True,True,False,
ChIJoUYu3kzlmUcRvZlFPGwwndg,False,,True,False,{'freeParkingLot': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJC-BPdEnlmUcRej3fAMmVk7s,,False,True,,,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,True,True,,True,True,True,True,True,True,True,True,True,{'wheelchairAccessibleEntrance': True},,True,,,True
ChIJXVULY07lmUcR5Hc68-T4sE8,,False,True,False,"{'freeParkingLot': True, 'paidStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,False,True,True,True,True,False,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJmb0peSr7mUcRO0zCHnvboT0,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': True}",,False,True,False,False
ChIJEUaSPwr7mUcRAfhBvves8XM,,False,True,False,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,,,,,False,,True,True,,,,,True,,,True,,False,
ChIJ-5bKf3XlmUcRwRfmsVBct1g,True,True,True,False,"{'freeParkingLot': True, 'freeStreetParking': True, 'valetParking': False}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,,,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,,
ChIJhXygP6rlmUcRRwcCYXLOVHg,True,False,True,,,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': False}",,,True,,,,,,,,,,,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",,,,,
ChIJb87QMvvvmUcRYdeqUzszdvw,True,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}",{'acceptsCashOnly': False},True,True,True,True,False,False,,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': True}",True,True,True,True,True
ChIJD8cLouHvmUcRxuWsiRy5vaQ,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,False,True,True,False,False,,,False,True,True,False,False,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,True,False,False
ChIJmeaTGqbkmUcRYlcjcAJ-MPw,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,,True,True,True,True,False,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,,True
ChIJ40zo7rjkmUcRCDvZLgXSLhQ,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,True,True,True,True,True,True,True,True,,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,
ChIJ7Xg1psXkmUcRV6_twhzPxrw,,,True,False,,{'acceptsCashOnly': False},,,,,,,,,,,,,,,{'wheelchairAccessibleParking': True},,,,,
ChIJS41IiCblmUcRPdcnWt4Nixg,False,False,True,False,,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,,True,True,True,False,False,True,True,,True,True,False,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",,,True,False,False
ChIJR5q2bpTlmUcR1piHipJGNR0,,False,True,False,{'freeParkingLot': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",,True,True,False,
ChIJu9cZ7YvlmUcRRPS7OxAUI6k,,False,True,False,,,,,,,False,True,,,True,False,True,True,,True,,,True,,False,
ChIJG0vPRLPlmUcRoKUqhj2hJD0,,False,True,,,{'acceptsCashOnly': False},True,,True,,,,,,,True,True,,,True,{'wheelchairAccessibleEntrance': True},,True,,,
ChIJXfSTCkjlmUcRcqn42kwRveI,,True,True,,,,,,,,,,,,,,,,,True,,,,,,
ChIJ1af7iUjlmUcR8WaWMmlD4oY,,False,True,False,,"{'acceptsDebitCards': False, 'acceptsCashOnly': True, 'acceptsNfc': False}",True,True,True,True,True,True,,True,True,,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",True,True,True,,
ChIJ6aEkk_7lmUcRCLa65OvMH-M,,True,True,False,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,,,,,,,,,True,True,,,True,,,True,True,,
ChIJX1SOPxnlmUcRTx2RPioMClc,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",False,False,True,,False,False,,True,False,True,True,,,True,"{'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': False}",,True,True,False,False
ChIJ_VpZalvlmUcRoBsbqcaz3S4,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': False, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,False,True,True,True,True,,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,
ChIJrUyJiKPkmUcRHFmBOZZcK7E,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}",{'acceptsCashOnly': False},False,True,True,True,False,False,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': False}",True,True,True,False,True
ChIJz5Y6At3kmUcR2tnooD8-CDs,,True,True,False,{'freeParkingLot': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,,False,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJ7T7QTNzkmUcR9Ztys8-kztw,False,False,True,False,"{'freeParkingLot': True, 'paidParkingLot': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,True,,True,True,True,True,True,True,False,"{'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,False
ChIJJz8pQ-DkmUcRrJp3p-gAar4,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,,False,,True,True,True,True,True,True,,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJH48DT9zkmUcRKhveGoFGiyc,,False,True,False,{'freeParkingLot': True},{'acceptsCashOnly': True},,False,False,False,,False,,False,False,True,True,True,,True,{'wheelchairAccessibleParking': True},,True,,False,False
ChIJbdl5MlblmUcRah5QRIPAcOE,,True,True,False,{'freeParkingLot': True},,True,,True,True,,False,,True,,True,True,,,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,True,True,False
ChIJtTclK-DkmUcRPwa7adA9-xs,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsDebitCards': False, 'acceptsCashOnly': True, 'acceptsNfc': False}",True,False,False,,False,False,,False,,True,True,True,,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,,,False,False
ChIJcUF03eHkmUcRCZQIbEG1YXw,,True,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}",,True,True,True,True,,False,False,True,True,True,True,,True,True,{'wheelchairAccessibleEntrance': False},,True,True,False,
ChIJq0RPM-RmCUERF0gX2wQVdg4,,False,True,False,,{'acceptsCashOnly': True},True,,True,True,,False,False,True,True,True,True,False,True,,{'wheelchairAccessibleEntrance': False},,True,True,False,
ChIJy30wJWLlmUcRGJ40nGv8D-0,True,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}",,True,True,True,True,False,False,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJwecUc47vmUcRBM6a6MMKtiU,True,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True, 'freeGarageParking': False}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",True,True,True,,True
ChIJm1H70o3vmUcR0WZwseUvxp0,,False,True,False,,{'acceptsCashOnly': True},True,,True,True,,False,False,True,,,,False,True,,{'wheelchairAccessibleEntrance': False},,True,True,False,False
ChIJA_FmRxnjmUcRHn4gWdhC3LM,,,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}",{'acceptsCashOnly': True},False,False,False,False,False,False,,True,False,True,True,True,,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': True}",,True,True,False,False
ChIJw5-ZOBnjmUcRPyT8yovYOpc,True,True,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}",{'acceptsCashOnly': True},True,True,True,True,False,False,,True,True,True,True,True,True,True,"{'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': False}",True,True,True,False,True
ChIJRdMzCwDjmUcR2BT6lcz4jAU,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJzfpylmvjmUcRIKcqixozE10,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': False, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,True,True,,False,,True,True,True,True,True,True,False,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJu799TxbjmUcRwZMZGgSPayc,,False,True,,"{'freeParkingLot': True, 'freeStreetParking': True}",,True,True,True,True,,,,True,,,,,True,,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleSeating': True}",,,True,,
ChIJO3k_Gf7kmUcRw8DOOAJfBak,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,,True,True,True,True,True,,True,,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleSeating': True}",True,False,True,False,
ChIJQ90LhXzlmUcRM2dWhyTtXAg,,False,True,,,{'acceptsCashOnly': True},True,,True,True,,False,True,True,True,False,,,True,,{'wheelchairAccessibleSeating': True},,True,True,False,False
ChIJa8lCtLP6mUcREkdw8YsXSY0,,,,,,,,,,,,,,,,,,,,,,,True,,,
ChIJ568fclxmCUER3Io5Wo4bDyc,True,True,True,False,{'freeParkingLot': True},{'acceptsCashOnly': False},True,True,True,True,False,False,False,True,True,True,True,False,True,True,{'wheelchairAccessibleEntrance': True},True,True,True,True,True
ChIJGUEaZwDjmUcRdEBXQx5TF-8,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJOXu42gHlmUcRGqtWRyGEimY,,False,True,False,{'freeParkingLot': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,,True,True,True,True,True,True,,,,,True,False,False
