id,name,accessibilityOptions,allowsDogs,goodForChildren,goodForGroups,goodForWatchingSports,menuForChildren
ChIJ1YL7FMj6mUcRusMCXLdm5JI,"{'text': 'Fischfeinkost Lauriolas', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,,False,
ChIJRZ6stsn6mUcR9Xazz9KPi4Y,"{'text': 'Kaplan Döner Kebap House', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,True,False,False
ChIJS8J6Dsj6mUcRlc-zXwH1D-M,"{'text': 'Udo-Snack', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,True,False,False
ChIJ6RNQF8j6mUcRi320am8XSNQ,"{'text': ""McDonald's"", 'languageCode': 'de'}","{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': False}",,True,True,,True
ChIJa8lCtLP6mUcRDmCYosD7Ozk,"{'text': 'JAPENGO', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",,True,True,False,True
ChIJz36Zt7r7mUcRFRTWt7AqvHM,"{'text': 'An An', 'languageCode': 'de'}","{'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,True,False,
ChIJE5A7XwD7mUcRo1kHbllmqWs,"{'text': 'Venezia', 'languageCode': 'de'}",,,,,,
ChIJ688m6Q77mUcRgGyaJljddKs,"{'text': 'Grill California', 'languageCode': 'en'}",,,True,,False,
ChIJS2PzG4n7mUcRkLDEHydEi_0,"{'text': ""Abhi's Lieferservice"", 'languageCode': 'en'}",,,True,,,
ChIJcxCnJsHxmUcRytI8wyoNivk,"{'text': 'Kreis Pizza & Kebap Haus Kusterdingen', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,True,False,False
ChIJw_pHyuHvmUcRk7YxCvcKsuY,"{'text': 'Im Höfle', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJFT2wv8DvmUcRCZn_Fe_ieMA,"{'text': 'Etna Ristorante', 'languageCode': 'en'}","{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': False}",True,True,True,False,
ChIJqyQigITvmUcRH53hnYXytbw,"{'text': 'Taj Tandoori', 'languageCode': 'en'}",,,,,,
ChIJ__8LtM78mUcRcAT-4qM_S-w,"{'text': 'Pfäffinger Pizza & Kebap Haus', 'languageCode': 'de'}","{'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJSzCy1M38mUcRVWSmSvdyhrM,"{'text': 'Pizzeria da Roberto', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleSeating': True}",True,True,True,,True
ChIJYaIpZrT8mUcR_skNcYIxOvE,"{'text': 'Hotel LAMM - Restaurant & Spezialitäten-Brennerei Volker Theurer', 'languageCode': 'de'}",{'wheelchairAccessibleParking': True},,True,,,
ChIJJwv_GjX7mUcRBqUKy2UwLVo,"{'text': 'Hotel Restaurant Kreuzberg', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJjX6b37j7mUcR76qIt43y1mY,"{'text': 'EAT HAPPY', 'languageCode': 'de'}",{'wheelchairAccessibleEntrance': True},,,,False,
ChIJe9Db17D7mUcRlW40zvrs5Jc,"{'text': 'Tetova Bar pavillon', 'languageCode': 'de'}","{'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,False,True,True,
ChIJP_9lmxz7mUcRelv5YnPMnH8,"{'text': ""Domino's Pizza Tübingen Nord"", 'languageCode': 'de'}",,,,,False,False
ChIJsdMa-Mv5mUcRXIWM1xoh7OU,"{'text': 'PizzA.K Tübingen', 'languageCode': 'de'}",,,True,,,
ChIJ2RLhhi37mUcR3Ib6lzocwd4,"{'text': 'Bakery Gehr bakery', 'languageCode': 'en'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True}",,,,,
ChIJS-F3I9v7mUcR3LEzf9zMT3Q,"{'text': 'Taverne Olive', 'languageCode': 'de'}","{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': True}",True,True,True,False,
ChIJm7waYdT6mUcRxPFyE982gE0,"{'text': 'Veggi', 'languageCode': 'de'}","{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False}",True,True,True,False,False
ChIJbxg5UNT6mUcRY_RPFW_mgjg,"{'text': 'Restaurant Krumme Brücke', 'languageCode': 'de'}","{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJk3Y4aNT6mUcR2EM9uIhX7jA,"{'text': 'Alte Kunst', 'languageCode': 'de'}",{'wheelchairAccessibleParking': False},True,True,True,False,False
ChIJx9bystX6mUcR8SrlfjLmxGQ,"{'text': 'Gaststätte Storchen', 'languageCode': 'en'}","{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False}",,,True,False,
ChIJKaszZ9T6mUcR8N35L-N12yE,"{'text': 'Gaststätte X', 'languageCode': 'de'}","{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': False}",,True,True,False,False
ChIJ9UfZazf7mUcRkr_CR2lfeCs,"{'text': 'Ivan Imbiss', 'languageCode': 'de'}",,,True,,False,False
ChIJvRZrMCv7mUcRVFhflbgx6fU,"{'text': 'China-Thai-Wok', 'languageCode': 'de'}","{'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': False}",,True,True,False,False
ChIJvXdF6ir7mUcRN0DV2i7M_6A,"{'text': 'Kapadokya Döner', 'languageCode': 'de'}","{'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': False}",,True,True,False,False
ChIJR-qD39T6mUcR-BZbH4SLbmk,"{'text': 'Laf Laf', 'languageCode': 'de'}",{'wheelchairAccessibleEntrance': True},,True,True,,True
ChIJc-huVdT6mUcR81h3AxKXJVw,"{'text': 'Gasthaus Bären', 'languageCode': 'de'}","{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': True}",,False,True,False,False
ChIJAX3cZNT6mUcRZt1F8PcjdsQ,"{'text': 'Cafe Im Hirsch', 'languageCode': 'en'}","{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False}",True,True,True,False,
ChIJkcyzhNP6mUcRtktmko5aqu4,"{'text': 'Collegium', 'languageCode': 'de'}","{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': True}",True,True,True,False,
ChIJRzFgy-PlmUcRzLsMfKylwKU,"{'text': 'Veggie Box', 'languageCode': 'de'}",,,True,,False,
ChIJ-cNv8NL6mUcRHISbWYKIM3s,"{'text': 'café bar centrale tübingen', 'languageCode': 'de'}",,True,,True,False,False
ChIJ8dHXli3lmUcRbSsbGrUNotc,"{'text': 'Saints & Scholars Tübingen', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",True,,True,True,False
ChIJg0VvmC3lmUcRIg_4wHp7_as,"{'text': 'Uni-Café-Ristorante Unckel', 'languageCode': 'de'}","{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': True}",,True,True,False,False
ChIJjV18-gf7mUcR8beCFXcUfCg,"{'text': ""Salam's Burger"", 'languageCode': 'de'}",{'wheelchairAccessibleParking': False},,True,True,False,False
ChIJ5bNxBdP6mUcRoihNgmDzZl4,"{'text': 'Esszimmer', 'languageCode': 'de'}","{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': False}",,True,True,False,False
ChIJr9SsptT6mUcR9NExCd4X4cg,"{'text': 'El Pecado', 'languageCode': 'en'}","{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': False}",True,True,True,False,
ChIJje5bKfDlmUcRC8fNgelZCOk,"{'text': 'Uni Kebap Tübingen', 'languageCode': 'de'}",,,True,True,,
ChIJYR6MeNP6mUcRX0PfqXYXqks,"{'text': 'Kichererbse', 'languageCode': 'de'}","{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': False}",,True,,False,False
ChIJR8C-q9P6mUcR7L75i-22ZJA,"{'text': 'Salam Box', 'languageCode': 'de'}","{'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,,False,False
ChIJpTQs8kf7mUcRu0kj6vnrsKY,"{'text': 'Asia-Imbiss Wok-In', 'languageCode': 'de'}","{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False}",,True,True,False,False
ChIJ74HsYgD7mUcRX5dxelNMtJc,"{'text': 'short stories', 'languageCode': 'de'}",,,,True,False,
ChIJzSXehNP6mUcR1zxxeaopBXM,"{'text': ""Hao's Box"", 'languageCode': 'de'}",{'wheelchairAccessibleEntrance': True},,,,False,False
ChIJ8WhdiDT7mUcRJ77WT23aNh8,"{'text': 'Köstlich Vegan', 'languageCode': 'de'}",{'wheelchairAccessibleParking': False},,True,,False,False
ChIJwy8qMhn7mUcRFbNaz1fkoPs,"{'text': 'ChiJa Wok&Sushi', 'languageCode': 'zh'}",,,,True,False,
ChIJi3I7G8PlmUcR4f3Tw7jgSA4,"{'text': 'DIDA BOX', 'languageCode': 'de'}",,,True,True,False,
ChIJOUVdyDHlmUcR3Z4LJET3hjE,"{'text': 'Cafe Lieb Bäckerei, Konditorei', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True}",,,,,
ChIJY5aK-HzlmUcRE2DDREeXjFs,"{'text': 'Restaurant Meteora', 'languageCode': 'de'}",{'wheelchairAccessibleParking': True},True,True,True,False,True
ChIJFbyBpqzlmUcRsrS4bNxZiQQ,"{'text': 'Nachbarskind', 'languageCode': 'en'}",,,True,True,True,
ChIJM6uNUkjlmUcRMfZcvy5-RZQ,"{'text': 'Ristorante Basilikum', 'languageCode': 'de'}","{'wheelchairAccessibleParking': False, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': False}",,,True,False,False
ChIJP0jxB6TlmUcRf1HFfU3YNGY,"{'text': 'Kohenoor - Indisches Restaurant', 'languageCode': 'en'}",,,True,True,False,
ChIJ3aQPnUnlmUcRzkmnkC2_IH4,"{'text': 'Lustnauer Mühle', 'languageCode': 'de'}","{'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleRestroom': False}",True,True,True,False,
ChIJoUYu3kzlmUcRvZlFPGwwndg,"{'text': 'Ristorante Riva', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJC-BPdEnlmUcRej3fAMmVk7s,"{'text': 'Restaurant Rose', 'languageCode': 'de'}",{'wheelchairAccessibleEntrance': True},,True,,,True
ChIJ7QTcxknlmUcRG-l-4dpdfps,"{'text': 'Pizzeria Da Giovanni', 'languageCode': 'de'}","{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False}",,True,,False,
ChIJXVULY07lmUcR5Hc68-T4sE8,"{'text': 'Gaststätte Waldhorn', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJmb0peSr7mUcRO0zCHnvboT0,"{'text': 'Samphat Thai', 'languageCode': 'de'}","{'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': True}",,False,True,False,False
ChIJEUaSPwr7mUcRAfhBvves8XM,"{'text': 'Crêpes Bretonnes', 'languageCode': 'de'}",,,True,,False,
ChIJ-5bKf3XlmUcRwRfmsVBct1g,"{'text': 'Bocciabahn Tübingen - Juegos de Bochas', 'languageCode': 'en'}","{'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,,
ChIJhXygP6rlmUcRRwcCYXLOVHg,"{'text': 'Café Ape eXpressi eXotica', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",,,,,
ChIJb87QMvvvmUcRYdeqUzszdvw,"{'text': 'Sportheimgaststätte Kusterdingen', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': True}",True,True,True,True,True
ChIJD8cLouHvmUcRxuWsiRy5vaQ,"{'text': 'Stern Kebap', 'languageCode': 'en'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,True,False,False
ChIJmeaTGqbkmUcRYlcjcAJ-MPw,"{'text': 'Gaststätte im Abseits', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,,True
ChIJ40zo7rjkmUcRCDvZLgXSLhQ,"{'text': 'Hofgut Rosenau', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,
ChIJ7Xg1psXkmUcRV6_twhzPxrw,"{'text': 'mensa infopoint', 'languageCode': 'en'}",{'wheelchairAccessibleParking': True},,,,,
ChIJu9cZ7YvlmUcRRPS7OxAUI6k,"{'text': 'Spicetripping Foodtruck', 'languageCode': 'de'}",,,True,,False,
ChIJR5q2bpTlmUcR1piHipJGNR0,"{'text': 'Faros - eine Ouzo Philosophie', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",,True,True,False,
ChIJS41IiCblmUcRPdcnWt4Nixg,"{'text': 'Max-Planck-Haus', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",,,True,False,False
ChIJG0vPRLPlmUcRoKUqhj2hJD0,"{'text': 'Yellow Donkey - Greek Cantine', 'languageCode': 'en'}",{'wheelchairAccessibleEntrance': True},,True,,,
ChIJ1af7iUjlmUcR8WaWMmlD4oY,"{'text': 'Café/Bistro Backstein', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",True,True,True,,
ChIJXfSTCkjlmUcRcqn42kwRveI,"{'text': 'Roma Pizza Service', 'languageCode': 'en'}",,,,,,
ChIJ6aEkk_7lmUcRCLa65OvMH-M,"{'text': 'Liki Burger', 'languageCode': 'de'}",,,True,True,,
ChIJX1SOPxnlmUcRTx2RPioMClc,"{'text': 'Lustnauer Imbiss', 'languageCode': 'de'}","{'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': False}",,True,True,False,False
ChIJ_VpZalvlmUcRoBsbqcaz3S4,"{'text': 'Bella Vista', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,
ChIJrUyJiKPkmUcRHFmBOZZcK7E,"{'text': 'Gaststätte Grüner Baum', 'languageCode': 'de'}","{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': False}",True,True,True,False,True
ChIJ7T7QTNzkmUcR9Ztys8-kztw,"{'text': 'CAFÉ KUNSTHALLE TÜBINGEN', 'languageCode': 'de'}","{'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,False
ChIJJz8pQ-DkmUcRrJp3p-gAar4,"{'text': 'Landgasthaus Waldhäuser Hof', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJz5Y6At3kmUcR2tnooD8-CDs,"{'text': 'Bella Roma + Lieferservice', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJH48DT9zkmUcRKhveGoFGiyc,"{'text': 'Morra Imbiss', 'languageCode': 'en'}",{'wheelchairAccessibleParking': True},,True,,False,False
ChIJbdl5MlblmUcRah5QRIPAcOE,"{'text': 'City Treff libanesischer Imbiss -Café - Bar', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,True,True,False
ChIJtTclK-DkmUcRPwa7adA9-xs,"{'text': 'Sumalee Thai Imbiss', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,,,False,False
ChIJcUF03eHkmUcRCZQIbEG1YXw,"{'text': 'Restaurant Reithaus', 'languageCode': 'en'}",{'wheelchairAccessibleEntrance': False},,True,True,False,
ChIJq0RPM-RmCUERF0gX2wQVdg4,"{'text': 'Waldgaststätte Goldersbachklause', 'languageCode': 'de'}",{'wheelchairAccessibleEntrance': False},,True,True,False,
ChIJy30wJWLlmUcRGJ40nGv8D-0,"{'text': 'Zum Albblick - Pfrondorf', 'languageCode': 'en'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJm1H70o3vmUcR0WZwseUvxp0,"{'text': 'Wanderheim Rauhalde', 'languageCode': 'en'}",{'wheelchairAccessibleEntrance': False},,True,True,False,False
ChIJwecUc47vmUcRBM6a6MMKtiU,"{'text': 'RAOUL RISTORANTE PIZZERIA', 'languageCode': 'en'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",True,True,True,,True
ChIJA_FmRxnjmUcRHn4gWdhC3LM,"{'text': 'Entringen Regenbogen Imbiss', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': True}",,True,True,False,False
ChIJw5-ZOBnjmUcRPyT8yovYOpc,"{'text': 'Restaurant & Ferienwohnung Ägäis', 'languageCode': 'de'}","{'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': False}",True,True,True,False,True
ChIJzfpylmvjmUcRIKcqixozE10,"{'text': 'Schloss Hohenentringen', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJRdMzCwDjmUcR2BT6lcz4jAU,"{'text': 'Biergarten Schloss Hohenentringen', 'languageCode': 'de'}",,,,,,
ChIJu799TxbjmUcRwZMZGgSPayc,"{'text': 'Alfred Bauer GmbH', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleSeating': True}",,,True,,
ChIJO3k_Gf7kmUcRw8DOOAJfBak,"{'text': 'Landhotel Hirsch', 'languageCode': 'de'}","{'wheelchairAccessibleParking': True, 'wheelchairAccessibleSeating': True}",True,False,True,False,
ChIJQ90LhXzlmUcRM2dWhyTtXAg,"{'text': 'Ginger & Fred - Café und Kultur', 'languageCode': 'de'}",{'wheelchairAccessibleSeating': True},,True,True,False,False
ChIJa8lCtLP6mUcREkdw8YsXSY0,"{'text': 'Rainbow Dance Factory', 'languageCode': 'de'}",,,True,,,
ChIJ568fclxmCUER3Io5Wo4bDyc,"{'text': 'Sportheim TGV Entringen', 'languageCode': 'de'}",{'wheelchairAccessibleEntrance': True},True,True,True,True,
ChIJGUEaZwDjmUcRdEBXQx5TF-8,"{'text': 'Sportheim Mobil', 'languageCode': 'de'}",,,,,,
ChIJOXu42gHlmUcRGqtWRyGEimY,"{'text': 'Schranners Waldhorn', 'languageCode': 'de'}",,,,True,False,False
